Namespace(data_dir='./data/', output_dir='output/', data_name='Beauty', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='SASRec', backbone2='GRU4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=0.5, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BCE', N=100, cuda_condition=True, data_file='./data/Beauty', item_size=12103, log_file='output/DWS-SASRec-GRU4Rec-Beauty-a1.0-b1.0-l0.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-SASRec-GRU4Rec-Beauty-a1.0-b1.0-l0.5-dwsb1.0-t0.0-1763920287.6300144.pt')
{'epoch': 0, 'avg_loss': '7.0058', 'avg_bpr_loss': '6.9864', 'avg_kd_loss': '0.0195'}
{'Epoch': 0, 'HIT@5': '0.0034', 'NDCG@5': '0.0017', 'HIT@10': '0.0063', 'NDCG@10': '0.0026', 'HIT@20': '0.0107', 'NDCG@20': '0.0037'}
Model 2 (GRU4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0045', 'NDCG@5': '0.0029', 'HIT@10': '0.0063', 'NDCG@10': '0.0034', 'HIT@20': '0.0125', 'NDCG@20': '0.0050'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0036', 'NDCG@5': '0.0027', 'HIT@10': '0.0063', 'NDCG@10': '0.0035', 'HIT@20': '0.0125', 'NDCG@20': '0.0051'}
{'epoch': 2, 'avg_loss': '6.9322', 'avg_bpr_loss': '6.9262', 'avg_kd_loss': '0.0060'}
{'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0006', 'HIT@10': '0.0013', 'NDCG@10': '0.0007', 'HIT@20': '0.0049', 'NDCG@20': '0.0016'}
{'Epoch': 2, 'HIT@5': '0.0022', 'NDCG@5': '0.0012', 'HIT@10': '0.0042', 'NDCG@10': '0.0018', 'HIT@20': '0.0092', 'NDCG@20': '0.0031'}
{'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0005', 'HIT@10': '0.0029', 'NDCG@10': '0.0011', 'HIT@20': '0.0067', 'NDCG@20': '0.0020'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0006', 'HIT@10': '0.0013', 'NDCG@10': '0.0007', 'HIT@20': '0.0049', 'NDCG@20': '0.0016'}
Model 2 (GRU4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0022', 'NDCG@5': '0.0012', 'HIT@10': '0.0042', 'NDCG@10': '0.0018', 'HIT@20': '0.0092', 'NDCG@20': '0.0031'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0011', 'NDCG@5': '0.0005', 'HIT@10': '0.0029', 'NDCG@10': '0.0011', 'HIT@20': '0.0067', 'NDCG@20': '0.0020'}
{'Epoch': 2, 'HIT@5': '0.0013', 'NDCG@5': '0.0007', 'HIT@10': '0.0031', 'NDCG@10': '0.0013', 'HIT@20': '0.0058', 'NDCG@20': '0.0019'}
{'Epoch': 2, 'HIT@5': '0.0018', 'NDCG@5': '0.0013', 'HIT@10': '0.0040', 'NDCG@10': '0.0021', 'HIT@20': '0.0098', 'NDCG@20': '0.0036'}
{'Epoch': 2, 'HIT@5': '0.0031', 'NDCG@5': '0.0019', 'HIT@10': '0.0058', 'NDCG@10': '0.0028', 'HIT@20': '0.0085', 'NDCG@20': '0.0034'}
Model 1 (SASRec) Results: {'Epoch': 2, 'HIT@5': '0.0013', 'NDCG@5': '0.0007', 'HIT@10': '0.0031', 'NDCG@10': '0.0013', 'HIT@20': '0.0058', 'NDCG@20': '0.0019'}
Model 2 (GRU4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0018', 'NDCG@5': '0.0013', 'HIT@10': '0.0040', 'NDCG@10': '0.0021', 'HIT@20': '0.0098', 'NDCG@20': '0.0036'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0031', 'NDCG@5': '0.0019', 'HIT@10': '0.0058', 'NDCG@10': '0.0028', 'HIT@20': '0.0085', 'NDCG@20': '0.0034'}
{'epoch': 3, 'avg_loss': '6.8159', 'avg_bpr_loss': '6.7857', 'avg_kd_loss': '0.0302'}
{'Epoch': 3, 'HIT@5': '0.0172', 'NDCG@5': '0.0108', 'HIT@10': '0.0264', 'NDCG@10': '0.0137', 'HIT@20': '0.0403', 'NDCG@20': '0.0172'}
{'Epoch': 3, 'HIT@5': '0.0045', 'NDCG@5': '0.0033', 'HIT@10': '0.0067', 'NDCG@10': '0.0040', 'HIT@20': '0.0119', 'NDCG@20': '0.0053'}
{'Epoch': 3, 'HIT@5': '0.0143', 'NDCG@5': '0.0092', 'HIT@10': '0.0221', 'NDCG@10': '0.0118', 'HIT@20': '0.0304', 'NDCG@20': '0.0139'}
Model 1 (SASRec) Results: {'Epoch': 3, 'HIT@5': '0.0172', 'NDCG@5': '0.0108', 'HIT@10': '0.0264', 'NDCG@10': '0.0137', 'HIT@20': '0.0403', 'NDCG@20': '0.0172'}
Model 2 (GRU4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0045', 'NDCG@5': '0.0033', 'HIT@10': '0.0067', 'NDCG@10': '0.0040', 'HIT@20': '0.0119', 'NDCG@20': '0.0053'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0143', 'NDCG@5': '0.0092', 'HIT@10': '0.0221', 'NDCG@10': '0.0118', 'HIT@20': '0.0304', 'NDCG@20': '0.0139'}
{'Epoch': 3, 'HIT@5': '0.0148', 'NDCG@5': '0.0095', 'HIT@10': '0.0268', 'NDCG@10': '0.0135', 'HIT@20': '0.0402', 'NDCG@20': '0.0168'}
{'Epoch': 3, 'HIT@5': '0.0036', 'NDCG@5': '0.0021', 'HIT@10': '0.0094', 'NDCG@10': '0.0040', 'HIT@20': '0.0161', 'NDCG@20': '0.0057'}
{'Epoch': 3, 'HIT@5': '0.0152', 'NDCG@5': '0.0095', 'HIT@10': '0.0201', 'NDCG@10': '0.0111', 'HIT@20': '0.0291', 'NDCG@20': '0.0134'}
Model 1 (SASRec) Results: {'Epoch': 3, 'HIT@5': '0.0148', 'NDCG@5': '0.0095', 'HIT@10': '0.0268', 'NDCG@10': '0.0135', 'HIT@20': '0.0402', 'NDCG@20': '0.0168'}
Model 2 (GRU4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0036', 'NDCG@5': '0.0021', 'HIT@10': '0.0094', 'NDCG@10': '0.0040', 'HIT@20': '0.0161', 'NDCG@20': '0.0057'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0152', 'NDCG@5': '0.0095', 'HIT@10': '0.0201', 'NDCG@10': '0.0111', 'HIT@20': '0.0291', 'NDCG@20': '0.0134'}
{'epoch': 4, 'avg_loss': '6.8675', 'avg_bpr_loss': '6.8520', 'avg_kd_loss': '0.0155'}
{'Epoch': 4, 'HIT@5': '0.0230', 'NDCG@5': '0.0157', 'HIT@10': '0.0340', 'NDCG@10': '0.0193', 'HIT@20': '0.0517', 'NDCG@20': '0.0238'}
{'Epoch': 4, 'HIT@5': '0.0163', 'NDCG@5': '0.0106', 'HIT@10': '0.0264', 'NDCG@10': '0.0138', 'HIT@20': '0.0416', 'NDCG@20': '0.0177'}
{'Epoch': 4, 'HIT@5': '0.0248', 'NDCG@5': '0.0173', 'HIT@10': '0.0373', 'NDCG@10': '0.0213', 'HIT@20': '0.0530', 'NDCG@20': '0.0252'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0230', 'NDCG@5': '0.0157', 'HIT@10': '0.0340', 'NDCG@10': '0.0193', 'HIT@20': '0.0517', 'NDCG@20': '0.0238'}
Model 2 (GRU4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0163', 'NDCG@5': '0.0106', 'HIT@10': '0.0264', 'NDCG@10': '0.0138', 'HIT@20': '0.0416', 'NDCG@20': '0.0177'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0248', 'NDCG@5': '0.0173', 'HIT@10': '0.0373', 'NDCG@10': '0.0213', 'HIT@20': '0.0530', 'NDCG@20': '0.0252'}
{'Epoch': 4, 'HIT@5': '0.0228', 'NDCG@5': '0.0148', 'HIT@10': '0.0331', 'NDCG@10': '0.0181', 'HIT@20': '0.0505', 'NDCG@20': '0.0224'}
{'Epoch': 4, 'HIT@5': '0.0165', 'NDCG@5': '0.0107', 'HIT@10': '0.0255', 'NDCG@10': '0.0136', 'HIT@20': '0.0384', 'NDCG@20': '0.0169'}
{'Epoch': 4, 'HIT@5': '0.0259', 'NDCG@5': '0.0181', 'HIT@10': '0.0393', 'NDCG@10': '0.0224', 'HIT@20': '0.0527', 'NDCG@20': '0.0257'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0228', 'NDCG@5': '0.0148', 'HIT@10': '0.0331', 'NDCG@10': '0.0181', 'HIT@20': '0.0505', 'NDCG@20': '0.0224'}
Model 2 (GRU4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0165', 'NDCG@5': '0.0107', 'HIT@10': '0.0255', 'NDCG@10': '0.0136', 'HIT@20': '0.0384', 'NDCG@20': '0.0169'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0259', 'NDCG@5': '0.0181', 'HIT@10': '0.0393', 'NDCG@10': '0.0224', 'HIT@20': '0.0527', 'NDCG@20': '0.0257'}
{'epoch': 5, 'avg_loss': '6.8379', 'avg_bpr_loss': '6.8191', 'avg_kd_loss': '0.0188'}
{'Epoch': 5, 'HIT@5': '0.0286', 'NDCG@5': '0.0202', 'HIT@10': '0.0432', 'NDCG@10': '0.0250', 'HIT@20': '0.0660', 'NDCG@20': '0.0308'}
{'Epoch': 5, 'HIT@5': '0.0221', 'NDCG@5': '0.0146', 'HIT@10': '0.0340', 'NDCG@10': '0.0184', 'HIT@20': '0.0503', 'NDCG@20': '0.0225'}
{'Epoch': 5, 'HIT@5': '0.0275', 'NDCG@5': '0.0196', 'HIT@10': '0.0414', 'NDCG@10': '0.0241', 'HIT@20': '0.0675', 'NDCG@20': '0.0307'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0286', 'NDCG@5': '0.0202', 'HIT@10': '0.0432', 'NDCG@10': '0.0250', 'HIT@20': '0.0660', 'NDCG@20': '0.0308'}
Model 2 (GRU4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0221', 'NDCG@5': '0.0146', 'HIT@10': '0.0340', 'NDCG@10': '0.0184', 'HIT@20': '0.0503', 'NDCG@20': '0.0225'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0275', 'NDCG@5': '0.0196', 'HIT@10': '0.0414', 'NDCG@10': '0.0241', 'HIT@20': '0.0675', 'NDCG@20': '0.0307'}
{'Epoch': 5, 'HIT@5': '0.0291', 'NDCG@5': '0.0185', 'HIT@10': '0.0478', 'NDCG@10': '0.0246', 'HIT@20': '0.0662', 'NDCG@20': '0.0291'}
{'Epoch': 5, 'HIT@5': '0.0206', 'NDCG@5': '0.0136', 'HIT@10': '0.0335', 'NDCG@10': '0.0178', 'HIT@20': '0.0483', 'NDCG@20': '0.0215'}
{'Epoch': 5, 'HIT@5': '0.0273', 'NDCG@5': '0.0169', 'HIT@10': '0.0376', 'NDCG@10': '0.0202', 'HIT@20': '0.0635', 'NDCG@20': '0.0267'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0291', 'NDCG@5': '0.0185', 'HIT@10': '0.0478', 'NDCG@10': '0.0246', 'HIT@20': '0.0662', 'NDCG@20': '0.0291'}
Model 2 (GRU4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0206', 'NDCG@5': '0.0136', 'HIT@10': '0.0335', 'NDCG@10': '0.0178', 'HIT@20': '0.0483', 'NDCG@20': '0.0215'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0273', 'NDCG@5': '0.0169', 'HIT@10': '0.0376', 'NDCG@10': '0.0202', 'HIT@20': '0.0635', 'NDCG@20': '0.0267'}
{'epoch': 6, 'avg_loss': '6.8071', 'avg_bpr_loss': '6.7862', 'avg_kd_loss': '0.0209'}
{'Epoch': 6, 'HIT@5': '0.0322', 'NDCG@5': '0.0217', 'HIT@10': '0.0485', 'NDCG@10': '0.0269', 'HIT@20': '0.0733', 'NDCG@20': '0.0331'}
{'Epoch': 6, 'HIT@5': '0.0230', 'NDCG@5': '0.0148', 'HIT@10': '0.0360', 'NDCG@10': '0.0191', 'HIT@20': '0.0543', 'NDCG@20': '0.0236'}
{'Epoch': 6, 'HIT@5': '0.0304', 'NDCG@5': '0.0201', 'HIT@10': '0.0496', 'NDCG@10': '0.0264', 'HIT@20': '0.0707', 'NDCG@20': '0.0317'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0322', 'NDCG@5': '0.0217', 'HIT@10': '0.0485', 'NDCG@10': '0.0269', 'HIT@20': '0.0733', 'NDCG@20': '0.0331'}
Model 2 (GRU4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0230', 'NDCG@5': '0.0148', 'HIT@10': '0.0360', 'NDCG@10': '0.0191', 'HIT@20': '0.0543', 'NDCG@20': '0.0236'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0304', 'NDCG@5': '0.0201', 'HIT@10': '0.0496', 'NDCG@10': '0.0264', 'HIT@20': '0.0707', 'NDCG@20': '0.0317'}
{'Epoch': 6, 'HIT@5': '0.0335', 'NDCG@5': '0.0227', 'HIT@10': '0.0487', 'NDCG@10': '0.0277', 'HIT@20': '0.0782', 'NDCG@20': '0.0350'}
{'Epoch': 6, 'HIT@5': '0.0232', 'NDCG@5': '0.0153', 'HIT@10': '0.0340', 'NDCG@10': '0.0187', 'HIT@20': '0.0510', 'NDCG@20': '0.0230'}
{'Epoch': 6, 'HIT@5': '0.0326', 'NDCG@5': '0.0213', 'HIT@10': '0.0496', 'NDCG@10': '0.0268', 'HIT@20': '0.0742', 'NDCG@20': '0.0330'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0335', 'NDCG@5': '0.0227', 'HIT@10': '0.0487', 'NDCG@10': '0.0277', 'HIT@20': '0.0782', 'NDCG@20': '0.0350'}
Model 2 (GRU4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0232', 'NDCG@5': '0.0153', 'HIT@10': '0.0340', 'NDCG@10': '0.0187', 'HIT@20': '0.0510', 'NDCG@20': '0.0230'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0326', 'NDCG@5': '0.0213', 'HIT@10': '0.0496', 'NDCG@10': '0.0268', 'HIT@20': '0.0742', 'NDCG@20': '0.0330'}
{'epoch': 7, 'avg_loss': '6.7550', 'avg_bpr_loss': '6.7274', 'avg_kd_loss': '0.0275'}
{'Epoch': 7, 'HIT@5': '0.0349', 'NDCG@5': '0.0231', 'HIT@10': '0.0525', 'NDCG@10': '0.0288', 'HIT@20': '0.0769', 'NDCG@20': '0.0350'}
{'Epoch': 7, 'HIT@5': '0.0237', 'NDCG@5': '0.0154', 'HIT@10': '0.0409', 'NDCG@10': '0.0209', 'HIT@20': '0.0597', 'NDCG@20': '0.0256'}
{'Epoch': 7, 'HIT@5': '0.0320', 'NDCG@5': '0.0213', 'HIT@10': '0.0517', 'NDCG@10': '0.0276', 'HIT@20': '0.0751', 'NDCG@20': '0.0335'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0349', 'NDCG@5': '0.0231', 'HIT@10': '0.0525', 'NDCG@10': '0.0288', 'HIT@20': '0.0769', 'NDCG@20': '0.0350'}
Model 2 (GRU4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0237', 'NDCG@5': '0.0154', 'HIT@10': '0.0409', 'NDCG@10': '0.0209', 'HIT@20': '0.0597', 'NDCG@20': '0.0256'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0320', 'NDCG@5': '0.0213', 'HIT@10': '0.0517', 'NDCG@10': '0.0276', 'HIT@20': '0.0751', 'NDCG@20': '0.0335'}
{'Epoch': 7, 'HIT@5': '0.0340', 'NDCG@5': '0.0218', 'HIT@10': '0.0523', 'NDCG@10': '0.0277', 'HIT@20': '0.0769', 'NDCG@20': '0.0339'}
{'Epoch': 7, 'HIT@5': '0.0210', 'NDCG@5': '0.0140', 'HIT@10': '0.0393', 'NDCG@10': '0.0199', 'HIT@20': '0.0590', 'NDCG@20': '0.0249'}
{'Epoch': 7, 'HIT@5': '0.0308', 'NDCG@5': '0.0196', 'HIT@10': '0.0487', 'NDCG@10': '0.0254', 'HIT@20': '0.0782', 'NDCG@20': '0.0329'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0340', 'NDCG@5': '0.0218', 'HIT@10': '0.0523', 'NDCG@10': '0.0277', 'HIT@20': '0.0769', 'NDCG@20': '0.0339'}
Model 2 (GRU4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0210', 'NDCG@5': '0.0140', 'HIT@10': '0.0393', 'NDCG@10': '0.0199', 'HIT@20': '0.0590', 'NDCG@20': '0.0249'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0308', 'NDCG@5': '0.0196', 'HIT@10': '0.0487', 'NDCG@10': '0.0254', 'HIT@20': '0.0782', 'NDCG@20': '0.0329'}
{'epoch': 8, 'avg_loss': '6.7259', 'avg_bpr_loss': '6.6921', 'avg_kd_loss': '0.0338'}
{'Epoch': 8, 'HIT@5': '0.0373', 'NDCG@5': '0.0253', 'HIT@10': '0.0559', 'NDCG@10': '0.0313', 'HIT@20': '0.0861', 'NDCG@20': '0.0388'}
{'Epoch': 8, 'HIT@5': '0.0262', 'NDCG@5': '0.0173', 'HIT@10': '0.0416', 'NDCG@10': '0.0222', 'HIT@20': '0.0619', 'NDCG@20': '0.0272'}
{'Epoch': 8, 'HIT@5': '0.0342', 'NDCG@5': '0.0222', 'HIT@10': '0.0492', 'NDCG@10': '0.0269', 'HIT@20': '0.0794', 'NDCG@20': '0.0346'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0373', 'NDCG@5': '0.0253', 'HIT@10': '0.0559', 'NDCG@10': '0.0313', 'HIT@20': '0.0861', 'NDCG@20': '0.0388'}
Model 2 (GRU4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0262', 'NDCG@5': '0.0173', 'HIT@10': '0.0416', 'NDCG@10': '0.0222', 'HIT@20': '0.0619', 'NDCG@20': '0.0272'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0342', 'NDCG@5': '0.0222', 'HIT@10': '0.0492', 'NDCG@10': '0.0269', 'HIT@20': '0.0794', 'NDCG@20': '0.0346'}
{'Epoch': 8, 'HIT@5': '0.0438', 'NDCG@5': '0.0275', 'HIT@10': '0.0554', 'NDCG@10': '0.0313', 'HIT@20': '0.0894', 'NDCG@20': '0.0398'}
{'Epoch': 8, 'HIT@5': '0.0268', 'NDCG@5': '0.0177', 'HIT@10': '0.0420', 'NDCG@10': '0.0225', 'HIT@20': '0.0630', 'NDCG@20': '0.0278'}
{'Epoch': 8, 'HIT@5': '0.0358', 'NDCG@5': '0.0231', 'HIT@10': '0.0563', 'NDCG@10': '0.0297', 'HIT@20': '0.0876', 'NDCG@20': '0.0376'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0438', 'NDCG@5': '0.0275', 'HIT@10': '0.0554', 'NDCG@10': '0.0313', 'HIT@20': '0.0894', 'NDCG@20': '0.0398'}
Model 2 (GRU4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0268', 'NDCG@5': '0.0177', 'HIT@10': '0.0420', 'NDCG@10': '0.0225', 'HIT@20': '0.0630', 'NDCG@20': '0.0278'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0358', 'NDCG@5': '0.0231', 'HIT@10': '0.0563', 'NDCG@10': '0.0297', 'HIT@20': '0.0876', 'NDCG@20': '0.0376'}
{'epoch': 9, 'avg_loss': '6.7051', 'avg_bpr_loss': '6.6655', 'avg_kd_loss': '0.0396'}
{'Epoch': 9, 'HIT@5': '0.0436', 'NDCG@5': '0.0288', 'HIT@10': '0.0637', 'NDCG@10': '0.0354', 'HIT@20': '0.0917', 'NDCG@20': '0.0424'}
{'Epoch': 9, 'HIT@5': '0.0304', 'NDCG@5': '0.0206', 'HIT@10': '0.0443', 'NDCG@10': '0.0250', 'HIT@20': '0.0628', 'NDCG@20': '0.0296'}
{'Epoch': 9, 'HIT@5': '0.0403', 'NDCG@5': '0.0271', 'HIT@10': '0.0608', 'NDCG@10': '0.0337', 'HIT@20': '0.0883', 'NDCG@20': '0.0406'}
Model 1 (SASRec) Results: {'Epoch': 9, 'HIT@5': '0.0436', 'NDCG@5': '0.0288', 'HIT@10': '0.0637', 'NDCG@10': '0.0354', 'HIT@20': '0.0917', 'NDCG@20': '0.0424'}
Model 2 (GRU4Rec) Results: {'Epoch': 9, 'HIT@5': '0.0304', 'NDCG@5': '0.0206', 'HIT@10': '0.0443', 'NDCG@10': '0.0250', 'HIT@20': '0.0628', 'NDCG@20': '0.0296'}
Ensemble Results: {'Epoch': 9, 'HIT@5': '0.0403', 'NDCG@5': '0.0271', 'HIT@10': '0.0608', 'NDCG@10': '0.0337', 'HIT@20': '0.0883', 'NDCG@20': '0.0406'}
{'Epoch': 9, 'HIT@5': '0.0425', 'NDCG@5': '0.0306', 'HIT@10': '0.0608', 'NDCG@10': '0.0366', 'HIT@20': '0.0943', 'NDCG@20': '0.0450'}
