Namespace(data_dir='./data/', output_dir='output/', data_name='Sports_and_Outdoors', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='SASRec', backbone2='Mamba4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=2.0, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BPR', N=100, cuda_condition=True, data_file='./data/Sports_and_Outdoors', item_size=18359, log_file='output/DWS-SASRec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l2.0-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-SASRec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l2.0-dwsb1.0-t0.0-1762810436.9844294.pt')
{'epoch': 0, 'avg_loss': '5.8091', 'avg_bpr_loss': '5.7319', 'avg_kd_loss': '0.0772'}
{'Epoch': 0, 'HIT@5': '0.0025', 'NDCG@5': '0.0014', 'HIT@10': '0.0048', 'NDCG@10': '0.0021', 'HIT@20': '0.0081', 'NDCG@20': '0.0029'}
Model 1 (SASRec) Results: {'Epoch': 3, 'HIT@5': '0.0104', 'NDCG@5': '0.0077', 'HIT@10': '0.0142', 'NDCG@10': '0.0089', 'HIT@20': '0.0208', 'NDCG@20': '0.0106'}
Model 2 (Mamba4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0126', 'NDCG@5': '0.0089', 'HIT@10': '0.0174', 'NDCG@10': '0.0104', 'HIT@20': '0.0229', 'NDCG@20': '0.0118'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0146', 'NDCG@5': '0.0100', 'HIT@10': '0.0208', 'NDCG@10': '0.0120', 'HIT@20': '0.0289', 'NDCG@20': '0.0140'}
{'Epoch': 3, 'HIT@5': '0.0081', 'NDCG@5': '0.0049', 'HIT@10': '0.0124', 'NDCG@10': '0.0063', 'HIT@20': '0.0205', 'NDCG@20': '0.0084'}
{'Epoch': 3, 'HIT@5': '0.0101', 'NDCG@5': '0.0069', 'HIT@10': '0.0140', 'NDCG@10': '0.0081', 'HIT@20': '0.0225', 'NDCG@20': '0.0102'}
{'Epoch': 3, 'HIT@5': '0.0132', 'NDCG@5': '0.0085', 'HIT@10': '0.0183', 'NDCG@10': '0.0102', 'HIT@20': '0.0289', 'NDCG@20': '0.0129'}
Model 1 (SASRec) Results: {'Epoch': 3, 'HIT@5': '0.0081', 'NDCG@5': '0.0049', 'HIT@10': '0.0124', 'NDCG@10': '0.0063', 'HIT@20': '0.0205', 'NDCG@20': '0.0084'}
Model 2 (Mamba4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0101', 'NDCG@5': '0.0069', 'HIT@10': '0.0140', 'NDCG@10': '0.0081', 'HIT@20': '0.0225', 'NDCG@20': '0.0102'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0132', 'NDCG@5': '0.0085', 'HIT@10': '0.0183', 'NDCG@10': '0.0102', 'HIT@20': '0.0289', 'NDCG@20': '0.0129'}
{'epoch': 4, 'avg_loss': '5.5214', 'avg_bpr_loss': '5.5113', 'avg_kd_loss': '0.0102'}
{'Epoch': 4, 'HIT@5': '0.0191', 'NDCG@5': '0.0132', 'HIT@10': '0.0278', 'NDCG@10': '0.0160', 'HIT@20': '0.0378', 'NDCG@20': '0.0185'}
{'Epoch': 4, 'HIT@5': '0.0180', 'NDCG@5': '0.0130', 'HIT@10': '0.0270', 'NDCG@10': '0.0159', 'HIT@20': '0.0381', 'NDCG@20': '0.0186'}
{'Epoch': 4, 'HIT@5': '0.0228', 'NDCG@5': '0.0155', 'HIT@10': '0.0326', 'NDCG@10': '0.0187', 'HIT@20': '0.0461', 'NDCG@20': '0.0221'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0191', 'NDCG@5': '0.0132', 'HIT@10': '0.0278', 'NDCG@10': '0.0160', 'HIT@20': '0.0378', 'NDCG@20': '0.0185'}
Model 2 (Mamba4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0180', 'NDCG@5': '0.0130', 'HIT@10': '0.0270', 'NDCG@10': '0.0159', 'HIT@20': '0.0381', 'NDCG@20': '0.0186'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0228', 'NDCG@5': '0.0155', 'HIT@10': '0.0326', 'NDCG@10': '0.0187', 'HIT@20': '0.0461', 'NDCG@20': '0.0221'}
{'Epoch': 4, 'HIT@5': '0.0202', 'NDCG@5': '0.0127', 'HIT@10': '0.0295', 'NDCG@10': '0.0157', 'HIT@20': '0.0416', 'NDCG@20': '0.0187'}
{'Epoch': 4, 'HIT@5': '0.0199', 'NDCG@5': '0.0131', 'HIT@10': '0.0301', 'NDCG@10': '0.0163', 'HIT@20': '0.0385', 'NDCG@20': '0.0185'}
{'Epoch': 4, 'HIT@5': '0.0239', 'NDCG@5': '0.0154', 'HIT@10': '0.0354', 'NDCG@10': '0.0191', 'HIT@20': '0.0480', 'NDCG@20': '0.0224'}
Model 1 (SASRec) Results: {'Epoch': 4, 'HIT@5': '0.0202', 'NDCG@5': '0.0127', 'HIT@10': '0.0295', 'NDCG@10': '0.0157', 'HIT@20': '0.0416', 'NDCG@20': '0.0187'}
Model 2 (Mamba4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0199', 'NDCG@5': '0.0131', 'HIT@10': '0.0301', 'NDCG@10': '0.0163', 'HIT@20': '0.0385', 'NDCG@20': '0.0185'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0239', 'NDCG@5': '0.0154', 'HIT@10': '0.0354', 'NDCG@10': '0.0191', 'HIT@20': '0.0480', 'NDCG@20': '0.0224'}
{'epoch': 5, 'avg_loss': '5.5043', 'avg_bpr_loss': '5.4833', 'avg_kd_loss': '0.0209'}
{'Epoch': 5, 'HIT@5': '0.0244', 'NDCG@5': '0.0159', 'HIT@10': '0.0344', 'NDCG@10': '0.0191', 'HIT@20': '0.0501', 'NDCG@20': '0.0230'}
{'Epoch': 5, 'HIT@5': '0.0229', 'NDCG@5': '0.0157', 'HIT@10': '0.0346', 'NDCG@10': '0.0195', 'HIT@20': '0.0487', 'NDCG@20': '0.0231'}
{'Epoch': 5, 'HIT@5': '0.0270', 'NDCG@5': '0.0177', 'HIT@10': '0.0386', 'NDCG@10': '0.0215', 'HIT@20': '0.0581', 'NDCG@20': '0.0264'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0244', 'NDCG@5': '0.0159', 'HIT@10': '0.0344', 'NDCG@10': '0.0191', 'HIT@20': '0.0501', 'NDCG@20': '0.0230'}
Model 2 (Mamba4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0229', 'NDCG@5': '0.0157', 'HIT@10': '0.0346', 'NDCG@10': '0.0195', 'HIT@20': '0.0487', 'NDCG@20': '0.0231'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0270', 'NDCG@5': '0.0177', 'HIT@10': '0.0386', 'NDCG@10': '0.0215', 'HIT@20': '0.0581', 'NDCG@20': '0.0264'}
{'Epoch': 5, 'HIT@5': '0.0228', 'NDCG@5': '0.0149', 'HIT@10': '0.0331', 'NDCG@10': '0.0183', 'HIT@20': '0.0508', 'NDCG@20': '0.0227'}
{'Epoch': 5, 'HIT@5': '0.0270', 'NDCG@5': '0.0177', 'HIT@10': '0.0360', 'NDCG@10': '0.0206', 'HIT@20': '0.0517', 'NDCG@20': '0.0246'}
{'Epoch': 5, 'HIT@5': '0.0275', 'NDCG@5': '0.0180', 'HIT@10': '0.0424', 'NDCG@10': '0.0227', 'HIT@20': '0.0604', 'NDCG@20': '0.0272'}
Model 1 (SASRec) Results: {'Epoch': 5, 'HIT@5': '0.0228', 'NDCG@5': '0.0149', 'HIT@10': '0.0331', 'NDCG@10': '0.0183', 'HIT@20': '0.0508', 'NDCG@20': '0.0227'}
Model 2 (Mamba4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0270', 'NDCG@5': '0.0177', 'HIT@10': '0.0360', 'NDCG@10': '0.0206', 'HIT@20': '0.0517', 'NDCG@20': '0.0246'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0275', 'NDCG@5': '0.0180', 'HIT@10': '0.0424', 'NDCG@10': '0.0227', 'HIT@20': '0.0604', 'NDCG@20': '0.0272'}
{'epoch': 6, 'avg_loss': '5.4574', 'avg_bpr_loss': '5.4201', 'avg_kd_loss': '0.0374'}
{'Epoch': 6, 'HIT@5': '0.0274', 'NDCG@5': '0.0191', 'HIT@10': '0.0379', 'NDCG@10': '0.0225', 'HIT@20': '0.0558', 'NDCG@20': '0.0271'}
{'Epoch': 6, 'HIT@5': '0.0275', 'NDCG@5': '0.0188', 'HIT@10': '0.0403', 'NDCG@10': '0.0229', 'HIT@20': '0.0572', 'NDCG@20': '0.0271'}
{'Epoch': 6, 'HIT@5': '0.0299', 'NDCG@5': '0.0207', 'HIT@10': '0.0438', 'NDCG@10': '0.0252', 'HIT@20': '0.0670', 'NDCG@20': '0.0310'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0274', 'NDCG@5': '0.0191', 'HIT@10': '0.0379', 'NDCG@10': '0.0225', 'HIT@20': '0.0558', 'NDCG@20': '0.0271'}
Model 2 (Mamba4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0275', 'NDCG@5': '0.0188', 'HIT@10': '0.0403', 'NDCG@10': '0.0229', 'HIT@20': '0.0572', 'NDCG@20': '0.0271'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0299', 'NDCG@5': '0.0207', 'HIT@10': '0.0438', 'NDCG@10': '0.0252', 'HIT@20': '0.0670', 'NDCG@20': '0.0310'}
{'Epoch': 6, 'HIT@5': '0.0253', 'NDCG@5': '0.0174', 'HIT@10': '0.0379', 'NDCG@10': '0.0215', 'HIT@20': '0.0559', 'NDCG@20': '0.0260'}
{'Epoch': 6, 'HIT@5': '0.0272', 'NDCG@5': '0.0186', 'HIT@10': '0.0376', 'NDCG@10': '0.0219', 'HIT@20': '0.0556', 'NDCG@20': '0.0264'}
{'Epoch': 6, 'HIT@5': '0.0309', 'NDCG@5': '0.0216', 'HIT@10': '0.0421', 'NDCG@10': '0.0252', 'HIT@20': '0.0640', 'NDCG@20': '0.0307'}
Model 1 (SASRec) Results: {'Epoch': 6, 'HIT@5': '0.0253', 'NDCG@5': '0.0174', 'HIT@10': '0.0379', 'NDCG@10': '0.0215', 'HIT@20': '0.0559', 'NDCG@20': '0.0260'}
Model 2 (Mamba4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0272', 'NDCG@5': '0.0186', 'HIT@10': '0.0376', 'NDCG@10': '0.0219', 'HIT@20': '0.0556', 'NDCG@20': '0.0264'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0309', 'NDCG@5': '0.0216', 'HIT@10': '0.0421', 'NDCG@10': '0.0252', 'HIT@20': '0.0640', 'NDCG@20': '0.0307'}
{'epoch': 7, 'avg_loss': '5.3940', 'avg_bpr_loss': '5.3337', 'avg_kd_loss': '0.0603'}
{'Epoch': 7, 'HIT@5': '0.0291', 'NDCG@5': '0.0202', 'HIT@10': '0.0452', 'NDCG@10': '0.0255', 'HIT@20': '0.0631', 'NDCG@20': '0.0299'}
{'Epoch': 7, 'HIT@5': '0.0303', 'NDCG@5': '0.0207', 'HIT@10': '0.0455', 'NDCG@10': '0.0256', 'HIT@20': '0.0619', 'NDCG@20': '0.0297'}
{'Epoch': 7, 'HIT@5': '0.0337', 'NDCG@5': '0.0230', 'HIT@10': '0.0514', 'NDCG@10': '0.0287', 'HIT@20': '0.0698', 'NDCG@20': '0.0333'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0291', 'NDCG@5': '0.0202', 'HIT@10': '0.0452', 'NDCG@10': '0.0255', 'HIT@20': '0.0631', 'NDCG@20': '0.0299'}
Model 2 (Mamba4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0303', 'NDCG@5': '0.0207', 'HIT@10': '0.0455', 'NDCG@10': '0.0256', 'HIT@20': '0.0619', 'NDCG@20': '0.0297'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0337', 'NDCG@5': '0.0230', 'HIT@10': '0.0514', 'NDCG@10': '0.0287', 'HIT@20': '0.0698', 'NDCG@20': '0.0333'}
{'Epoch': 7, 'HIT@5': '0.0301', 'NDCG@5': '0.0209', 'HIT@10': '0.0433', 'NDCG@10': '0.0251', 'HIT@20': '0.0626', 'NDCG@20': '0.0301'}
{'Epoch': 7, 'HIT@5': '0.0298', 'NDCG@5': '0.0214', 'HIT@10': '0.0410', 'NDCG@10': '0.0250', 'HIT@20': '0.0638', 'NDCG@20': '0.0307'}
{'Epoch': 7, 'HIT@5': '0.0306', 'NDCG@5': '0.0223', 'HIT@10': '0.0483', 'NDCG@10': '0.0280', 'HIT@20': '0.0705', 'NDCG@20': '0.0336'}
Model 1 (SASRec) Results: {'Epoch': 7, 'HIT@5': '0.0301', 'NDCG@5': '0.0209', 'HIT@10': '0.0433', 'NDCG@10': '0.0251', 'HIT@20': '0.0626', 'NDCG@20': '0.0301'}
Model 2 (Mamba4Rec) Results: {'Epoch': 7, 'HIT@5': '0.0298', 'NDCG@5': '0.0214', 'HIT@10': '0.0410', 'NDCG@10': '0.0250', 'HIT@20': '0.0638', 'NDCG@20': '0.0307'}
Ensemble Results: {'Epoch': 7, 'HIT@5': '0.0306', 'NDCG@5': '0.0223', 'HIT@10': '0.0483', 'NDCG@10': '0.0280', 'HIT@20': '0.0705', 'NDCG@20': '0.0336'}
{'epoch': 8, 'avg_loss': '5.3328', 'avg_bpr_loss': '5.2497', 'avg_kd_loss': '0.0832'}
{'Epoch': 8, 'HIT@5': '0.0324', 'NDCG@5': '0.0218', 'HIT@10': '0.0468', 'NDCG@10': '0.0264', 'HIT@20': '0.0659', 'NDCG@20': '0.0311'}
{'Epoch': 8, 'HIT@5': '0.0336', 'NDCG@5': '0.0233', 'HIT@10': '0.0473', 'NDCG@10': '0.0277', 'HIT@20': '0.0670', 'NDCG@20': '0.0327'}
{'Epoch': 8, 'HIT@5': '0.0365', 'NDCG@5': '0.0245', 'HIT@10': '0.0528', 'NDCG@10': '0.0298', 'HIT@20': '0.0728', 'NDCG@20': '0.0348'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0324', 'NDCG@5': '0.0218', 'HIT@10': '0.0468', 'NDCG@10': '0.0264', 'HIT@20': '0.0659', 'NDCG@20': '0.0311'}
Model 2 (Mamba4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0336', 'NDCG@5': '0.0233', 'HIT@10': '0.0473', 'NDCG@10': '0.0277', 'HIT@20': '0.0670', 'NDCG@20': '0.0327'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0365', 'NDCG@5': '0.0245', 'HIT@10': '0.0528', 'NDCG@10': '0.0298', 'HIT@20': '0.0728', 'NDCG@20': '0.0348'}
{'Epoch': 8, 'HIT@5': '0.0309', 'NDCG@5': '0.0219', 'HIT@10': '0.0444', 'NDCG@10': '0.0262', 'HIT@20': '0.0660', 'NDCG@20': '0.0316'}
{'Epoch': 8, 'HIT@5': '0.0323', 'NDCG@5': '0.0213', 'HIT@10': '0.0452', 'NDCG@10': '0.0255', 'HIT@20': '0.0652', 'NDCG@20': '0.0304'}
{'Epoch': 8, 'HIT@5': '0.0337', 'NDCG@5': '0.0233', 'HIT@10': '0.0463', 'NDCG@10': '0.0273', 'HIT@20': '0.0713', 'NDCG@20': '0.0336'}
Model 1 (SASRec) Results: {'Epoch': 8, 'HIT@5': '0.0309', 'NDCG@5': '0.0219', 'HIT@10': '0.0444', 'NDCG@10': '0.0262', 'HIT@20': '0.0660', 'NDCG@20': '0.0316'}
Model 2 (Mamba4Rec) Results: {'Epoch': 8, 'HIT@5': '0.0323', 'NDCG@5': '0.0213', 'HIT@10': '0.0452', 'NDCG@10': '0.0255', 'HIT@20': '0.0652', 'NDCG@20': '0.0304'}
Ensemble Results: {'Epoch': 8, 'HIT@5': '0.0337', 'NDCG@5': '0.0233', 'HIT@10': '0.0463', 'NDCG@10': '0.0273', 'HIT@20': '0.0713', 'NDCG@20': '0.0336'}
{'epoch': 9, 'avg_loss': '5.2763', 'avg_bpr_loss': '5.1724', 'avg_kd_loss': '0.1038'}
{'Epoch': 9, 'HIT@5': '0.0341', 'NDCG@5': '0.0237', 'HIT@10': '0.0506', 'NDCG@10': '0.0289', 'HIT@20': '0.0691', 'NDCG@20': '0.0336'}
{'Epoch': 9, 'HIT@5': '0.0364', 'NDCG@5': '0.0250', 'HIT@10': '0.0504', 'NDCG@10': '0.0295', 'HIT@20': '0.0690', 'NDCG@20': '0.0342'}
{'Epoch': 9, 'HIT@5': '0.0390', 'NDCG@5': '0.0271', 'HIT@10': '0.0537', 'NDCG@10': '0.0318', 'HIT@20': '0.0736', 'NDCG@20': '0.0368'}
Model 1 (SASRec) Results: {'Epoch': 9, 'HIT@5': '0.0341', 'NDCG@5': '0.0237', 'HIT@10': '0.0506', 'NDCG@10': '0.0289', 'HIT@20': '0.0691', 'NDCG@20': '0.0336'}
Model 2 (Mamba4Rec) Results: {'Epoch': 9, 'HIT@5': '0.0364', 'NDCG@5': '0.0250', 'HIT@10': '0.0504', 'NDCG@10': '0.0295', 'HIT@20': '0.0690', 'NDCG@20': '0.0342'}
Ensemble Results: {'Epoch': 9, 'HIT@5': '0.0390', 'NDCG@5': '0.0271', 'HIT@10': '0.0537', 'NDCG@10': '0.0318', 'HIT@20': '0.0736', 'NDCG@20': '0.0368'}
{'Epoch': 9, 'HIT@5': '0.0303', 'NDCG@5': '0.0214', 'HIT@10': '0.0455', 'NDCG@10': '0.0262', 'HIT@20': '0.0685', 'NDCG@20': '0.0321'}
